TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Residential/Other,2024,2,16,19,55,15XX E 62ND AVE,Victoria-Fraserview,494540.1688,5451225.7142
Break and Enter Residential/Other,2024,2,20,12,9,15XX VERNON DR,Strathcona,494276.6448,5457555.2225
Break and Enter Residential/Other,2024,2,2,13,0,15XX W 40TH AVE,Shaughnessy,489790.2436,5453635.9496
Break and Enter Residential/Other,2024,2,1,0,0,15XX W 71ST AVE,Marpole,489615.8408,5450492.8942
Break and Enter Residential/Other,2024,2,26,1,55,16XX HARO ST,West End,490242.0135,5459620.1911
Break and Enter Residential/Other,2024,1,20,20,47,16XX LAURIER AVE,Shaughnessy,489688.8374,5455348.6664
Break and Enter Residential/Other,2024,1,9,6,9,16XX W KING EDWARD AVE,Shaughnessy,489657.7667,5455213.4623
Break and Enter Residential/Other,2024,2,11,18,15,17XX VICTORIA DR,Grandview-Woodland,495210.6233,5457401.2129
Break and Enter Residential/Other,2024,3,2,2,56,17XX W 7TH AVE,Fairview,489439.3539,5456979.5077
Break and Enter Residential/Other,2024,1,7,0,53,18XX ADANAC ST,Grandview-Woodland,495053.8062,5458316.6881
Break and Enter Residential/Other,2024,2,17,3,0,18XX E PENDER ST,Grandview-Woodland,495132.5939,5458617.5948
Break and Enter Residential/Other,2024,1,23,21,0,18XX GRANT ST,Grandview-Woodland,495197.1638,5457611.1129
Break and Enter Residential/Other,2024,2,21,9,25,18XX SPYGLASS PL,Fairview,491609.8186,5457422.8141
Break and Enter Residential/Other,2024,1,23,10,0,18XX W 2ND AVE,Kitsilano,489301.1292,5457465.0213
Break and Enter Residential/Other,2024,1,7,20,0,18XX W 37TH AVE,Shaughnessy,489301.3421,5453944.6357
Break and Enter Residential/Other,2024,2,10,18,51,19XX FERNDALE ST,Grandview-Woodland,495256.9585,5458552.8165
Break and Enter Residential/Other,2024,1,9,3,14,19XX W 18TH AVE,Shaughnessy,489042.0504,5455850.3432
Break and Enter Residential/Other,2024,1,11,10,58,19XX W 41ST AVE,Shaughnessy,488978.7904,5453542.4642
Break and Enter Residential/Other,2024,1,19,0,0,1X E HASTINGS ST,Central Business District,492439.0894,5458743.7505
Break and Enter Residential/Other,2024,2,12,16,25,1X E HASTINGS ST,Central Business District,492439.0894,5458743.7505
Break and Enter Residential/Other,2024,1,13,15,0,1XX E HASTINGS ST,Central Business District,492687.5291,5458734.8822
Break and Enter Residential/Other,2024,2,18,23,1,1XX KAMLOOPS ST,Hastings-Sunrise,496034.9032,5459012.5345
Break and Enter Residential/Other,2024,2,25,0,40,1XX KEEFER ST,Central Business District,492725.4136,5458526.1607
Break and Enter Residential/Other,2024,1,8,13,41,1XX PRINCESS AVE,Strathcona,493350.5691,5459014.0688
Break and Enter Residential/Other,2024,2,16,17,44,1XX PRINCESS AVE,Strathcona,493350.5691,5459014.0688
Break and Enter Residential/Other,2024,3,1,8,30,1XX PRINCESS AVE,Strathcona,493350.5691,5459014.0688
Break and Enter Residential/Other,2024,1,27,18,0,1XX W HASTINGS ST,Central Business District,492148.0205,5458832.4733
Break and Enter Residential/Other,2024,1,23,13,3,1XX WATER ST,Central Business District,492244.5611,5459020.619
Break and Enter Residential/Other,2024,2,23,2,3,20XX KINGSWAY AVE,Kensington-Cedar Cottage,495334.8648,5454660.7167
Break and Enter Residential/Other,2024,1,5,7,45,20XX W 2ND AVE,Kitsilano,489022.2994,5457463.3601
Break and Enter Residential/Other,2024,1,10,5,0,20XX W 4TH AVE,Kitsilano,488967.4754,5457266.4206
Break and Enter Residential/Other,2024,2,1,16,40,21XX E 40TH AVE,Kensington-Cedar Cottage,495430.211,5453456.5424
Break and Enter Residential/Other,2024,2,10,19,20,21XX FERNDALE ST,Grandview-Woodland,495565.6447,5458551.4184
Break and Enter Residential/Other,2024,2,15,10,53,22XX E 27TH AVE,Kensington-Cedar Cottage,495715.257,5454888.6533
Break and Enter Residential/Other,2024,1,8,17,18,22XX E 7TH AVE,Grandview-Woodland,495722.6724,5456817.8646
Break and Enter Residential/Other,2024,2,8,18,59,22XX MANNERING AVE,Kensington-Cedar Cottage,495647.2616,5454206.0704
Break and Enter Residential/Other,2024,1,26,18,30,22XX PRINCE ALBERT ST,Mount Pleasant,493665.0538,5456907.0515
Break and Enter Residential/Other,2024,1,27,0,0,22XX VENABLES ST,Grandview-Woodland,495722.3187,5458200.7559
Break and Enter Residential/Other,2024,2,26,12,52,22XX W 43RD AVE,Kerrisdale,488403.0796,5453340.2736
Break and Enter Residential/Other,2024,2,9,20,30,23XX CAMBRIDGE ST,Grandview-Woodland,495827.1589,5459313.7606
Break and Enter Residential/Other,2024,2,19,12,24,23XX OAK ST,Fairview,490785.8782,5456855.1624
Break and Enter Residential/Other,2024,1,26,7,41,23XX W 5TH AVE,Kitsilano,488457.4178,5457184.9685
Break and Enter Residential/Other,2024,1,4,21,41,24XX E BROADWAY AVE,Renfrew-Collingwood,495976.3129,5456581.0267
Break and Enter Residential/Other,2024,2,5,3,4,24XX FRANKLIN ST,Hastings-Sunrise,495903.1778,5458810.0664
Break and Enter Residential/Other,2024,2,19,9,27,24XX STEPHENS ST,Kitsilano,487892.0959,5456833.4895
Break and Enter Residential/Other,2024,1,11,4,38,25XX ST CATHERINES ST,Mount Pleasant,493800.6105,5456590.4221
Break and Enter Residential/Other,2024,1,25,23,0,25XX TURNER ST,Hastings-Sunrise,496158.2586,5458479.7307
Break and Enter Residential/Other,2024,2,4,14,53,26XX PARKER ST,Hastings-Sunrise,496244.4655,5458122.2185
Break and Enter Residential/Other,2024,2,19,18,55,26XX W 45TH AVE,Kerrisdale,487934.7742,5453145.9373
Break and Enter Residential/Other,2024,2,8,19,0,27XX ALAMEIN AVE,Arbutus Ridge,487908.8449,5455263.3053
Break and Enter Residential/Other,2024,2,9,10,0,27XX DUKE ST,Renfrew-Collingwood,496417.0783,5454012.9269
Break and Enter Residential/Other,2024,3,2,20,11,27XX TURNER ST,Hastings-Sunrise,496451.1113,5458488.5752
Break and Enter Residential/Other,2024,2,10,19,27,27XX W 29TH AVE,Arbutus Ridge,487837.1695,5454832.9701
Break and Enter Residential/Other,2024,2,12,0,0,28XX E 22ND AVE,Renfrew-Collingwood,496641.9578,5455309.6538
Break and Enter Residential/Other,2024,2,28,0,0,28XX EUCLID AVE,Renfrew-Collingwood,496573.6891,5454338.6398
Break and Enter Residential/Other,2024,1,11,0,46,28XX TRINITY ST,Hastings-Sunrise,496647.7513,5459667.086
Break and Enter Residential/Other,2024,2,11,21,0,28XX WALL ST,Hastings-Sunrise,496712.6305,5459837.7667
Break and Enter Residential/Other,2024,1,26,12,45,29XX CAROLINA ST,Mount Pleasant,493374.3591,5456212.669
Break and Enter Residential/Other,2024,1,15,0,0,29XX W 44TH AVE,Kerrisdale,487521.9456,5453246.0787
Break and Enter Residential/Other,2024,2,25,20,46,2XX ABBOTT ST,Central Business District,492262.1655,5459007.4422
Break and Enter Residential/Other,2024,1,29,23,33,2XX E 12TH AVE,Mount Pleasant,492721.6372,5456381.6724
Break and Enter Residential/Other,2024,1,31,15,28,2XX E 12TH AVE,Mount Pleasant,492732.8284,5456381.895
Break and Enter Residential/Other,2024,1,12,0,5,2XX E 54TH AVE,Sunset,492663.6689,5452036.9268
Break and Enter Residential/Other,2024,2,25,6,1,2XX JACKSON AVE,Strathcona,493214.8158,5458896.1595
Break and Enter Residential/Other,2024,1,19,0,0,2XX PRINCESS AVE,Strathcona,493356.5277,5458903.1068
Break and Enter Residential/Other,2024,2,3,12,0,2XX W 39TH AVE,Riley Park,491920.7116,5453668.716
Break and Enter Residential/Other,2024,2,12,5,47,30XX ALMA ST,West Point Grey,486458.0175,5456277.2192
Break and Enter Residential/Other,2024,3,6,20,20,31XX E 15TH AVE,Renfrew-Collingwood,497168.8807,5455961.2321
Break and Enter Residential/Other,2024,2,28,11,0,32XX AUSTREY AVE,Renfrew-Collingwood,497314.7177,5453983.6275
Break and Enter Residential/Other,2024,2,9,17,38,32XX TURNER ST,Hastings-Sunrise,497492.8367,5458475.0358
Break and Enter Residential/Other,2024,2,24,18,2,33XX E 23RD AVE,Renfrew-Collingwood,497700.5767,5455213.5102
Break and Enter Residential/Other,2024,1,26,19,35,34XX OSLER ST,Shaughnessy,490380.1766,5455805.5794
Break and Enter Residential/Other,2024,1,27,0,0,34XX WELWYN ST,Kensington-Cedar Cottage,494958.0562,5455673.7949
Break and Enter Residential/Other,2024,2,2,19,38,35XX MAYFAIR AVE,Dunbar-Southlands,486720.6675,5453807.9077
Break and Enter Residential/Other,2024,1,2,0,0,35XX NORMANDY DR,Renfrew-Collingwood,498026.1077,5455411.4962
Break and Enter Residential/Other,2024,3,5,12,37,35XX TRIUMPH ST,Hastings-Sunrise,497953.7631,5459008.4708
Break and Enter Residential/Other,2024,1,15,11,0,36XX ASH ST,South Cambie,491387.9127,5455550.2234
Break and Enter Residential/Other,2024,2,27,11,45,36XX W 11TH AVE,Kitsilano,486564.4875,5456661.4175
Break and Enter Residential/Other,2024,1,24,6,30,38XX DUNBAR ST,Dunbar-Southlands,486519.9992,5455548.8521
Break and Enter Residential/Other,2024,2,22,3,0,38XX W 39TH AVE,Dunbar-Southlands,486162.7797,5453762.1796
Break and Enter Residential/Other,2024,2,28,3,25,38XX WINDERMERE ST,Renfrew-Collingwood,497334.7269,5455217.1342
Break and Enter Residential/Other,2024,2,27,23,0,39XX LILLOOET ST,Renfrew-Collingwood,497158.2448,5455152.2597
Break and Enter Residential/Other,2024,1,28,22,44,3X W 19TH AVE,Riley Park,492303.7352,5455678.9801
Break and Enter Residential/Other,2024,2,5,20,1,3X W HASTINGS ST,Central Business District,492341.0692,5458776.8842
Break and Enter Residential/Other,2024,2,4,21,0,3XX ALEXANDER ST,Strathcona,493024.9863,5459030.5907
Break and Enter Residential/Other,2024,2,10,10,12,3XX E 21ST AVE,Riley Park,492930.0236,5455481.061
Break and Enter Residential/Other,2024,3,5,13,53,3XX E 33RD AVE,Riley Park,492886.3742,5454194.033
Break and Enter Residential/Other,2024,1,19,13,0,3XX POWELL ST,Strathcona,492941.8386,5458932.3179
Break and Enter Residential/Other,2024,1,23,19,4,3XX W 20TH AVE,Riley Park,491816.6902,5455580.1754
Break and Enter Residential/Other,2024,1,1,1,0,3XX W 41ST AVE,Riley Park,491826.3379,5453411.541
Break and Enter Residential/Other,2024,3,1,12,8,40XX ARBUTUS ST,Arbutus Ridge,488847.2461,5455266.8197
Break and Enter Residential/Other,2024,1,13,20,55,40XX KNIGHT ST,Kensington-Cedar Cottage,494475.9563,5455120.7778
Break and Enter Residential/Other,2024,1,5,0,0,40XX RUPERT ST,Renfrew-Collingwood,497547.9179,5455100.7111
Break and Enter Residential/Other,2024,1,28,3,7,40XX W 11TH AVE,West Point Grey,485882.4503,5456668.9953
Break and Enter Residential/Other,2024,1,23,13,0,40XX W 30TH AVE,Dunbar-Southlands,485850.6005,5454734.0915
Break and Enter Residential/Other,2024,2,13,7,0,41XX GLADSTONE ST,Kensington-Cedar Cottage,495591.7122,5455036.8243
Break and Enter Residential/Other,2024,1,30,18,37,42XX MARGUERITE ST,Shaughnessy,489465.533,5455076.5015
Break and Enter Residential/Other,2024,2,13,17,24,43XX COLLINGWOOD ST,Dunbar-Southlands,486768.0757,5455001.461
Break and Enter Residential/Other,2024,2,22,14,0,43XX KNIGHT ST,Kensington-Cedar Cottage,494454.7857,5454800.5785
Break and Enter Residential/Other,2024,2,2,14,0,43XX W 3RD AVE,West Point Grey,485137.9135,5457510.9679
Break and Enter Residential/Other,2024,1,31,17,22,44XX ANGUS DR,Shaughnessy,489405.1309,5454799.0668
Break and Enter Residential/Other,2024,1,8,4,26,44XX MAGNOLIA ST,Arbutus Ridge,489078.0598,5454845.228
Break and Enter Residential/Other,2024,1,29,14,0,44XX W 1ST AVE,West Point Grey,484957.6797,5457729.6758
Break and Enter Residential/Other,2024,1,10,12,0,45XX CAMBIE ST,South Cambie,491488.8585,5454598.8356
Break and Enter Residential/Other,2024,1,24,20,20,45XX CONNAUGHT DR,Shaughnessy,489763.4436,5454661.7658
Break and Enter Residential/Other,2024,2,5,16,0,45XX INVERNESS ST,Kensington-Cedar Cottage,494159.895,5454551.0371
Break and Enter Residential/Other,2024,1,27,7,0,45XX W 7TH AVE,West Point Grey,484708.1599,5457094.7038
Break and Enter Residential/Other,2024,3,5,18,55,46XX BELLEVUE DR,West Point Grey,484382.2164,5457908.9298
Break and Enter Residential/Other,2024,3,5,10,22,46XX BEVERLY CRES,Shaughnessy,489547.771,5454529.1905
Break and Enter Residential/Other,2024,1,26,20,0,46XX MARGUERITE ST,Shaughnessy,489558.6018,5454583.7461
Break and Enter Residential/Other,2024,2,28,4,40,46XX RUPERT ST,Renfrew-Collingwood,497432.8959,5454509.0448
Break and Enter Residential/Other,2024,2,26,0,0,47XX REID ST,Renfrew-Collingwood,497257.835,5454379.7644
Break and Enter Residential/Other,2024,1,25,18,10,47XX VALLEY DR,Arbutus Ridge,489031.8051,5454525.2387
Break and Enter Residential/Other,2024,1,13,11,4,48XX ANGUS DR,Shaughnessy,489403.8458,5454445.5895
Break and Enter Residential/Other,2024,2,4,17,26,48XX ROSS ST,Kensington-Cedar Cottage,494063.6815,5454261.9636
Break and Enter Residential/Other,2024,1,18,18,5,49XX CONNAUGHT DR,Shaughnessy,489630.728,5454311.4073
Break and Enter Residential/Other,2024,1,14,4,0,4XX ABBOTT ST,Central Business District,492206.8287,5458804.199
Break and Enter Residential/Other,2024,1,29,21,50,4XX ABBOTT ST,Central Business District,492206.8287,5458804.199
Break and Enter Residential/Other,2024,1,4,9,28,4XX E 16TH AVE,Mount Pleasant,493135.8578,5455979.3234
Break and Enter Residential/Other,2024,2,13,9,47,4XX MOBERLY RD,Fairview,491430.1474,5457321.9854
Break and Enter Residential/Other,2024,2,26,10,21,4XX SW MARINE DR,Marpole,491493.8637,5450824.4742
Break and Enter Residential/Other,2024,2,28,22,45,4XX VERNON DR,Strathcona,494236.808,5458657.9933
Break and Enter Residential/Other,2024,2,27,12,6,4XX W 29TH AVE,Riley Park,491787.8895,5454716.9609
Break and Enter Residential/Other,2024,2,9,10,21,50XX BOUNDARY RD,Renfrew-Collingwood,498279.5837,5453973.0605
Break and Enter Residential/Other,2024,2,16,10,6,50XX CHATHAM ST,Renfrew-Collingwood,497039.2468,5454050.6569
Break and Enter Residential/Other,2024,3,1,23,46,50XX KERSLAND DR,Riley Park,491543.1895,5454174.922
Break and Enter Residential/Other,2024,2,2,22,52,52XX KILLARNEY ST,Renfrew-Collingwood,496734.6767,5453817.9175
Break and Enter Residential/Other,2024,2,20,0,0,53XX EAST BLVD,Shaughnessy,488728.2556,5453895.5874
Break and Enter Residential/Other,2024,2,8,19,30,54XX EARLES ST,Renfrew-Collingwood,496449.1399,5453645.8818
Break and Enter Residential/Other,2024,2,8,18,0,54XX OAK ST,Shaughnessy,490678.3744,5453751.8721
Break and Enter Residential/Other,2024,2,25,18,27,54XX OSLER ST,Shaughnessy,490519.6849,5453771.0498
Break and Enter Residential/Other,2024,2,1,20,4,55XX WILLOW ST,South Cambie,490991.5887,5453619.9987
Break and Enter Residential/Other,2024,2,7,0,0,56XX ASH ST,South Cambie,491424.3253,5453449.1228
Break and Enter Residential/Other,2024,3,3,1,5,56XX BAILLIE ST,South Cambie,491086.3831,5453457.7317
Break and Enter Residential/Other,2024,1,19,12,4,56XX MAPLE ST,Shaughnessy,488934.3203,5453550.8
Break and Enter Residential/Other,2024,1,10,12,55,58XX ATHLONE ST,Oakridge,490069.8916,5453318.9492
Break and Enter Residential/Other,2024,2,25,23,25,58XX BEATRICE ST,Victoria-Fraserview,495130.7051,5453177.4981
Break and Enter Residential/Other,2024,2,10,18,56,58XX CHURCHILL ST,Kerrisdale,489695.5682,5453329.3309
Break and Enter Residential/Other,2024,3,3,9,7,59XX TISDALL ST,Oakridge,491093.0355,5453207.236
Break and Enter Residential/Other,2024,1,3,17,0,5X E CORDOVA ST,Central Business District,492492.1127,5458844.4948
Break and Enter Residential/Other,2024,2,3,21,25,5X E CORDOVA ST,Central Business District,492492.1127,5458844.4948
Break and Enter Residential/Other,2024,1,6,12,45,5XX ABBOTT ST,Central Business District,492169.9395,5458667.7581
Break and Enter Residential/Other,2024,2,22,15,46,5XX ATLANTIC ST,Strathcona,493245.9969,5458121.4403
Break and Enter Residential/Other,2024,3,6,19,37,5XX E 16TH AVE,Mount Pleasant,493220.4688,5455974.6254
Break and Enter Residential/Other,2024,2,13,0,46,5XX RAILWAY ST,Strathcona,493229.8651,5459116.0739
Break and Enter Residential/Other,2024,2,16,3,7,5XX RICHARDS ST,Central Business District,491773.218,5458943.6416
Break and Enter Residential/Other,2024,1,21,11,15,5XX W 22ND AVE,South Cambie,491438.4325,5455420.77
Break and Enter Residential/Other,2024,1,27,0,0,5XX W 22ND AVE,South Cambie,491497.7434,5455428.0728
Break and Enter Residential/Other,2024,2,7,5,15,5XX W 62ND AVE,Marpole,491398.065,5451264.2633
Break and Enter Residential/Other,2024,2,27,23,0,5XX W 65TH AVE,Marpole,491398.0522,5450972.0331
Break and Enter Residential/Other,2024,1,15,20,33,60XX WILTSHIRE ST,Kerrisdale,489343.3543,5453130.9176
Break and Enter Residential/Other,2024,2,25,23,15,61XX COMMERCIAL ST,Victoria-Fraserview,495019.4969,5452814.7332
Break and Enter Residential/Other,2024,2,10,11,0,61XX NANAIMO ST,Victoria-Fraserview,495695.1549,5452855.1436
Break and Enter Residential/Other,2024,1,20,0,0,62XX KIRKLAND ST,Killarney,498203.3382,5452744.7825
Break and Enter Residential/Other,2024,1,5,8,0,63XX DOMAN ST,Killarney,497341.6143,5452598.7197
Break and Enter Residential/Other,2024,2,28,22,33,63XX MCKINNON ST,Killarney,497171.6472,5452565.5467
Break and Enter Residential/Other,2024,1,12,23,45,64XX CHESTER ST,Sunset,493486.5722,5452554.7517
Break and Enter Residential/Other,2024,2,27,18,4,64XX MANITOBA ST,Oakridge,492112.6898,5452576.6881
Break and Enter Residential/Other,2024,3,7,22,17,66XX OAK ST,Oakridge,490656.1303,5452460.8112
Break and Enter Residential/Other,2024,3,4,19,0,68XX CYPRESS ST,Kerrisdale,489103.8521,5452354.1758
Break and Enter Residential/Other,2024,3,5,18,26,68XX HUDSON ST,Oakridge,490160.5217,5452347.8418
Break and Enter Residential/Other,2024,3,6,22,29,6XX CAMPBELL AVE,Strathcona,493830.5017,5458480.5859
Break and Enter Residential/Other,2024,2,3,12,15,6XX E 17TH AVE,Riley Park,493441.294,5455862.5362
Break and Enter Residential/Other,2024,2,6,10,0,6XX PRINCESS AVE,Strathcona,493343.3455,5458460.3557
Break and Enter Residential/Other,2024,2,20,19,50,6XX W 7TH AVE,Fairview,491381.0651,5456930.4907
Break and Enter Residential/Other,2024,2,22,17,30,71XX ASH CRES,Oakridge,491274.3593,5451942.1432
Break and Enter Residential/Other,2024,2,24,18,7,77XX CLEADON CRT,Killarney,498084.5902,5451284.6851
Break and Enter Residential/Other,2024,2,20,12,45,77XX KINROSS ST,Killarney,497316.295,5451230.0552
Break and Enter Residential/Other,2024,1,9,9,17,7XX W 12TH AVE,Fairview,491176.2699,5456428.3351
Break and Enter Residential/Other,2024,1,22,23,0,7XX W 27TH AVE,South Cambie,491123.0053,5454940.9946
Break and Enter Residential/Other,2024,1,28,0,0,84XX CORNISH ST,Marpole,489655.4872,5450774.6751
Break and Enter Residential/Other,2024,2,13,20,0,84XX HUDSON ST,Marpole,490209.8202,5450759.5117
Break and Enter Residential/Other,2024,2,9,1,6,84XX SELKIRK ST,Marpole,490310.9948,5450796.8479
Break and Enter Residential/Other,2024,2,23,6,0,8XX BURRARD ST,West End,491011.453,5458904.2617
Break and Enter Residential/Other,2024,2,9,19,0,8XX E PENDER ST,Strathcona,493680.0251,5458598.6431
Break and Enter Residential/Other,2024,2,20,11,5,8XX E PENDER ST,Strathcona,493717.9985,5458606.5097
Break and Enter Residential/Other,2024,2,14,15,0,8XX PRIOR ST,Strathcona,493774.454,5458202.4447
Break and Enter Residential/Other,2024,2,18,0,0,8XX W 14TH AVE,Fairview,491018.6226,5456222.5008
Break and Enter Residential/Other,2024,2,3,19,32,8XX W 58TH AVE,Marpole,490784.5055,5451708.1701
Break and Enter Residential/Other,2024,2,22,21,11,9XX EXPO BLVD,Central Business District,491614.3733,5458083.2754
Break and Enter Residential/Other,2024,1,23,22,0,9XX STATION ST,Strathcona,492790.9093,5458147.4741
Break and Enter Residential/Other,2024,1,6,16,53,X E CORDOVA ST,Central Business District,492422.0463,5458861.8561
Homicide,2024,1,28,0,0,OFFSET TO PROTECT PRIVACY,Kensington-Cedar Cottage,0.0,0.0
Mischief,2024,1,15,4,14,10XX ALBERNI ST,West End,491058.8169,5459123.0857
